0.3,0.02,0.3,0;
0.3,0.02,0.3,0;
0.0,0.01822770166923206,0.3343588002342346,0;
0.8,0.12097080391631693,0.4,0;
0.8,0.0,0.4,15.327084360628417;
0.0,0.0367564456564586,0.4,0;
0.8,0.0,0.4,0;
0.8,0.0035348590911431113,0.4,18.15094111267084;
0.8,0.058485129482926605,0.4,7.968111221858456;
0.0,0.14313814193981916,0.4,0;
0.8,0.0,0.17595927198922928,16.116382677934066;
0.8,0.2,0.4,3.1347027892342583;
0.0,0.0,0.0,0;
0.8,0.026020858373494368,0.0,10.380411715184168;
0.4393623091609386,0.2,0.4,0;
0.8,0.022371975089592017,0.2310040869803756,8.266453111878132;
0.8,0.0,0.0,13.82236024386681;
0.8,0.0,0.09295990817260007,12.968603372635032;
0.8,0.0,0.3187557456556269,13.543000158181165;
0.8,0.0,0.21938296734939985,18.353822094971285;
0.8,0.0,0.2202246957579188,14.194841910514528;
0.8,0.0,0.2186466878997722,12.03813785922626;
0.8,0.0,0.2163843601052891,18.097026978247758;
0.8,0.0,0.2165434719237183,14.477316430464498;
0.8,0.0,0.2163561062556629,17.324526826220083;
0.8,0.0,0.21649129596700376,14.074849011651095;
0.8,0.0,0.21598348453820182,14.152023696437915;
